split,name,n,term_count,safe_skip_label,skip_probability,skip_depth2,target_depth,target_score,depth2_score,single_time_s,depth1_time_s,depth2_time_s,target_time_s,all_depth_time_s
train,train_n14_0013_shallow,14,60,0,1.7510575212043022e-09,0,2,712.3199999999999,712.3199999999999,0.0025809580001805443,0.01600812499964377,0.07680079200144974,0.09538987500127405,0.09538987500127405
train,train_n14_0014_mixed,14,82,0,3.791386552620679e-05,0,2,1028.31,1028.31,0.0037555419985437766,0.024210333001974504,0.11115583399805473,0.139121708998573,0.139121708998573
train,train_n14_0015_shallow,14,43,0,0.01046584639698267,0,2,703.8100000000001,703.8100000000001,0.0017390419998264406,0.008148917000653455,0.018236708001495572,0.028124667001975467,0.028124667001975467
train,train_n14_0016_mixed,14,57,0,8.336749068860172e-09,0,2,948.015,948.015,0.002617000001919223,0.016596708999713883,0.07676004099994316,0.09597375000157626,0.09597375000157626
train,train_n14_0017_shallow,14,43,0,0.012052519246935844,0,2,571.3,571.3,0.001834124999732012,0.011321250000037253,0.019812457998341415,0.03296783299811068,0.03296783299811068
train,train_n14_0018_mixed,14,148,0,3.697228634358396e-10,0,2,2693.31,2693.31,0.0074681670012068935,0.0532325829990441,0.2416324590012664,0.3023332090015174,0.3023332090015174
train,train_n14_0019_shallow,14,81,0,2.774129939098202e-07,0,2,1441.9099999999999,1441.9099999999999,0.0038499579968629405,0.024888042000384303,0.11714804099756293,0.14588604099481017,0.14588604099481017
train,train_n14_0020_mixed,14,81,0,1.646744522076915e-06,0,2,909.37,909.37,0.00393166700087022,0.02591495800152188,0.1131548749981448,0.1430015000005369,0.1430015000005369
train,train_n14_0021_mixed,14,115,0,4.198481839967627e-11,0,2,2279.0350000000003,2279.0350000000003,0.005869541000720346,0.03921995800192235,0.18260616600309731,0.22769566500574,0.22769566500574
train,train_n14_0022_deep,14,126,0,8.454583735328924e-07,0,2,1955.1750000000002,1955.1750000000002,0.0064934160000120755,0.04409324999869568,0.1985162080018199,0.24910287400052766,0.24910287400052766
train,train_n14_0023_deep,14,144,0,1.7161478904625938e-09,0,2,2658.925,2658.925,0.007412709001073381,0.049902707996807294,0.22955941599866492,0.2868748329965456,0.2868748329965456
train,train_n14_0024_deep,14,136,0,8.984158483826832e-08,0,2,2497.87,2497.87,0.0068882500017934944,0.04719400000249152,0.21714820800116286,0.27123045800544787,0.27123045800544787
train,train_n14_0025_deep,14,147,0,1.6277195147296197e-09,0,2,2539.0099999999998,2539.0099999999998,0.007662792002520291,0.05336270800034981,0.24232529199798591,0.303350792000856,0.303350792000856
train,train_n14_0026_deep,14,111,0,2.5670652803455596e-07,0,2,1831.6499999999999,1831.6499999999999,0.0056920000024547335,0.03831362500204705,0.17584445800093818,0.21985008300543996,0.21985008300543996
train,train_n14_0027_shallow,14,72,0,1.234690500950819e-07,0,2,1206.055,1206.055,0.0032992919987009373,0.022243709001486422,0.10013641700061271,0.12567941800080007,0.12567941800080007
train,train_n14_0028_mixed,14,77,0,3.6350329413181726e-09,0,2,937.295,937.295,0.0036185829994792584,0.023836167001718422,0.10589945899846498,0.13335420899966266,0.13335420899966266
train,train_n14_0029_deep,14,150,0,2.6011423415184254e-07,0,2,2760.38,2760.38,0.007648459002666641,0.051725000001169974,0.24471208300019498,0.3040855420040316,0.3040855420040316
train,train_n14_0030_deep,14,162,0,0.00011477740918053314,0,2,2370.37,2370.37,0.008531791001587408,0.0582105829998909,0.25496245800241013,0.32170483200388844,0.32170483200388844
train,train_n14_0031_mixed,14,116,0,2.481967520395756e-08,0,2,2200.28,2200.28,0.0060567910004465375,0.040796000001137145,0.18745833300272352,0.2343111240043072,0.2343111240043072
train,train_n14_0032_deep,14,111,0,0.0001397327723680064,0,2,1528.96,1528.96,0.00571266699989792,0.03748645900122938,0.16289016699738568,0.20608929299851297,0.20608929299851297
train,train_n14_0033_deep,14,159,0,1.5236399381751697e-12,0,2,3033.54,3033.54,0.008367667000129586,0.0895740410014696,0.2562142919996404,0.3541560000012396,0.3541560000012396
train,train_n14_0034_shallow,14,46,0,1.9577428567174593e-09,0,2,505.80999999999995,505.80999999999995,0.002104584000335308,0.013261042000522139,0.053236542000377085,0.06860216800123453,0.06860216800123453
train,train_n14_0035_shallow,14,41,0,1.2433830534064327e-06,0,2,531.92,531.92,0.0017702080003800802,0.008047583000006853,0.020962375001545297,0.03078016600193223,0.03078016600193223
train,train_n14_0036_deep,14,199,0,1.0440209460838012e-11,0,2,3942.3500000000004,3942.3500000000004,0.010686124998755986,0.07304616599867586,0.33712083299906226,0.4208531239964941,0.4208531239964941
train,train_n14_0037_mixed,14,120,0,2.9412200092338026e-05,0,2,1849.1699999999998,1849.1699999999998,0.00609370800157194,0.039940415997989476,0.1852103339988389,0.23124445799840032,0.23124445799840032
train,train_n14_0038_deep,14,153,0,3.4030351869773767e-09,0,2,2504.275,2504.275,0.008109624999633525,0.0549040830010199,0.24118604099930963,0.30419974899996305,0.30419974899996305
train,train_n14_0039_deep,14,162,0,1.3499143963359287e-15,0,2,3584.7349999999997,3584.7349999999997,0.008793125001830049,0.05993487500018091,0.27551579200007836,0.3442437920020893,0.3442437920020893
train,train_n14_0040_mixed,14,123,0,2.0328666039404197e-07,0,2,2206.765,2206.765,0.0063672090000181925,0.04209816599905025,0.1938293329985754,0.24229470799764385,0.24229470799764385
train,train_n14_0041_deep,14,135,0,7.121906397955513e-10,0,2,2570.16,2570.16,0.006993999999394873,0.047403166001458885,0.22228954100137344,0.2766867070022272,0.2766867070022272
train,train_n14_0042_shallow,14,58,0,0.0009173095459118485,0,2,719.8449999999999,719.8449999999999,0.002592457996797748,0.016050250000262167,0.07598924999911105,0.09463195799617097,0.09463195799617097
train,train_n14_0043_shallow,14,63,0,1.9071183743335496e-08,0,2,576.855,576.855,0.002896833000704646,0.01874008300001151,0.08151770799668157,0.10315462399739772,0.10315462399739772
train,train_n14_0044_mixed,14,81,0,2.669982563929807e-07,0,2,1036.125,1036.125,0.003898541999660665,0.025379750000865897,0.1109206249966519,0.14019891699717846,0.14019891699717846
train,train_n14_0045_deep,14,192,0,1.631694996132027e-13,0,2,3861.7349999999997,3861.7349999999997,0.01022312499844702,0.07004158400013694,0.315735375002987,0.39600008400157094,0.39600008400157094
train,train_n14_0046_deep,14,184,0,5.1083825212440426e-14,0,2,4038.13,4038.13,0.009763458998349961,0.06707737500255462,0.3117254579992732,0.3885662920001778,0.3885662920001778
train,train_n14_0047_shallow,14,38,1,0.9994237422943115,1,1,557.495,557.495,0.0016361660018446855,0.004380083999421913,0.006729083997925045,0.006016250001266599,0.012745333999191644
train,train_n14_0048_deep,14,179,0,4.330238390082286e-10,0,2,3332.94,3332.94,0.009404958000232,0.06525999999939813,0.2977129999999306,0.37237795799956075,0.37237795799956075
train,train_n14_0049_shallow,14,52,0,0.0006593188736587763,0,2,671.945,671.945,0.002234416999272071,0.01426112500121235,0.05512287500096136,0.07161841700144578,0.07161841700144578
train,train_n14_0050_mixed,14,94,0,2.4957324740171316e-07,0,2,1617.2450000000001,1617.2450000000001,0.0045572920025733765,0.030749125002330402,0.14092741700005718,0.17623383400496095,0.17623383400496095
train,train_n14_0051_mixed,14,114,0,1.968580136235687e-06,0,2,1947.14,1947.14,0.005660874998284271,0.037290167001629015,0.17392275000020163,0.21687379200011492,0.21687379200011492
train,train_n14_0052_deep,14,137,0,5.560904601381589e-12,0,2,2848.48,2848.48,0.007077666003169725,0.04857350000020233,0.22812191599950893,0.283773082002881,0.283773082002881
train,train_n14_0053_mixed,14,135,0,6.246816042221326e-07,0,2,2293.76,2293.76,0.006925916997715831,0.046209541000280296,0.21000762499897974,0.26314308299697586,0.26314308299697586
train,train_n14_0054_mixed,14,104,0,0.0002446250291541219,0,2,1648.2050000000002,1648.2050000000002,0.005006874998798594,0.033953999998630024,0.15696966700124904,0.19593054199867765,0.19593054199867765
train,train_n14_0055_shallow,14,41,0,3.301029849467341e-08,0,2,452.755,452.755,0.0017911659997480456,0.011177583000971936,0.04272145800132421,0.05569020700204419,0.05569020700204419
train,train_n14_0056_shallow,14,63,0,0.0011605290928855538,0,2,1035.255,1035.255,0.002866916998755187,0.01853445899905637,0.08793145900199306,0.10933283499980462,0.10933283499980462
train,train_n14_0057_shallow,14,31,0,7.944621627231641e-10,0,2,299.28499999999997,299.28499999999997,0.0013810410018777475,0.00826170800064574,0.031798915999388555,0.04144166500191204,0.04144166500191204
train,train_n14_0058_mixed,14,118,0,3.213869871187408e-13,0,2,1983.0749999999998,1983.0749999999998,0.005891041997529101,0.08510304100127541,0.18573370900048758,0.2767277919992921,0.2767277919992921
train,train_n14_0059_shallow,14,60,0,4.017432502223528e-07,0,2,1058.5300000000002,1058.5300000000002,0.0027260829992883373,0.01766495799893164,0.08336612499988405,0.10375716599810403,0.10375716599810403
train,train_n14_0060_deep,14,173,0,5.032823658691898e-13,0,2,3604.0099999999998,3604.0099999999998,0.009182165998936398,0.06343162499979371,0.2952995830019063,0.3679133740006364,0.3679133740006364
train,train_n14_0061_mixed,14,126,0,2.0927107016177615e-06,0,2,2075.005,2075.005,0.006510625000373693,0.04366754100192338,0.1965932499988412,0.24677141600113828,0.24677141600113828
train,train_n14_0062_shallow,14,60,0,3.6004892081109574e-06,0,2,834.265,834.265,0.002650292000907939,0.017140042000391986,0.07814862499799347,0.09793895899929339,0.09793895899929339
train,train_n14_0063_mixed,14,107,0,2.9883046863687923e-06,0,2,1326.925,1326.925,0.005385042000852991,0.03600104099677992,0.15683370899932925,0.19821979199696216,0.19821979199696216
train,train_n14_0064_shallow,14,27,1,1.0,1,1,466.845,466.845,0.0011266660003457218,0.0011145000025862828,0.001123457997891819,0.0022411660029320046,0.0033646240008238237
train,train_n14_0065_mixed,14,86,0,7.913080480648205e-06,0,2,1074.36,1074.36,0.004010542001196882,0.026231125000776956,0.11931691599966143,0.14955858300163527,0.14955858300163527
train,train_n14_0066_mixed,14,73,0,1.605189652309491e-07,0,2,740.47,740.47,0.0034720419971563388,0.021971459002088523,0.0964682920021005,0.12191179300134536,0.12191179300134536
train,train_n14_0067_shallow,14,70,0,6.402831058949232e-05,0,2,779.8699999999999,779.8699999999999,0.0032494160004716832,0.021259833996737143,0.09284020799896098,0.1173494579961698,0.1173494579961698
train,train_n14_0068_deep,14,174,0,1.3024823442009392e-09,0,2,2952.4300000000003,2952.4300000000003,0.009006416999909561,0.061570624999149004,0.27695454100103234,0.3475315830000909,0.3475315830000909
train,train_n14_0069_shallow,14,40,0,0.007478255778551102,0,2,481.995,481.995,0.0017170829996757675,0.00778100000025006,0.020772290998138487,0.030270373998064315,0.030270373998064315
train,train_n14_0070_deep,14,153,0,5.546009072994462e-13,0,2,3259.975,3259.975,0.008195458998670802,0.05617350000102306,0.2621216250008729,0.32649058400056674,0.32649058400056674
train,train_n14_0071_mixed,14,115,0,0.0005853022448718548,0,2,1540.295,1540.295,0.005844166000315454,0.03955104199849302,0.17072587499933434,0.2161210829981428,0.2161210829981428
train,train_n14_0072_deep,14,125,0,3.951479143893266e-08,0,2,2200.99,2200.99,0.006429334000131348,0.04321137499937322,0.19839683299869648,0.24803754199820105,0.24803754199820105
train,train_n14_0073_shallow,14,53,1,0.9997811913490295,1,1,964.0150000000001,964.0150000000001,0.002292332999786595,0.012643666999792913,0.02368025000032503,0.014935999999579508,0.03861624999990454
train,train_n14_0074_shallow,14,48,0,0.004485717974603176,0,2,802.775,802.775,0.0022198330007086042,0.009772749999683583,0.026415249998535728,0.038407832998927915,0.038407832998927915
train,train_n14_0075_shallow,14,51,0,5.0554646691125527e-08,0,2,641.71,641.71,0.0023333749995799735,0.014758916997379856,0.0641790840018075,0.08127137599876733,0.08127137599876733
train,train_n14_0076_deep,14,168,0,1.2538136084927487e-09,0,2,3218.96,3218.96,0.008819833998131799,0.06007704199873842,0.2802914169988071,0.34918829299567733,0.34918829299567733
train,train_n14_0077_mixed,14,112,0,1.3420873301583924e-06,0,2,1935.0049999999999,1935.0049999999999,0.005458584000734845,0.0366331250006624,0.17123329099922557,0.21332500000062282,0.21332500000062282
train,train_n14_0078_deep,14,142,0,4.005927166872425e-06,0,2,2485.0299999999997,2485.0299999999997,0.007126583001081599,0.04837691599823302,0.22402670800147462,0.27953020700078923,0.27953020700078923
train,train_n14_0079_deep,14,174,0,2.668819332196648e-11,0,2,3467.92,3467.92,0.009243042000889545,0.063353042001836,0.29580075000194483,0.3683968340046704,0.3683968340046704
train,train_n16_0000_deep,16,208,0,4.822870103282639e-09,0,2,3762.02,3762.02,0.013862915999197867,0.09310933400047361,0.4311997499971767,0.5381719999968482,0.5381719999968482
train,train_n16_0001_mixed,16,93,0,6.799247785238549e-05,0,2,1553.915,1553.915,0.0053232499994919635,0.03557166699829395,0.16936245799661265,0.21025737499439856,0.21025737499439856
train,train_n16_0002_deep,16,159,0,8.50019773679378e-07,0,2,2672.845,2672.845,0.010246792000543792,0.07018549999702373,0.3297085420017538,0.41014083399932133,0.41014083399932133
train,train_n16_0003_mixed,16,70,0,2.4462869419039635e-07,0,2,787.195,787.195,0.004022790999442805,0.025535917000524933,0.11714620800194098,0.14670491600190871,0.14670491600190871
train,train_n16_0004_deep,16,202,0,2.3271454097084643e-08,0,2,3750.7499999999995,3750.7499999999995,0.01326708299893653,0.08993075000034878,0.42447600000014063,0.5276738329994259,0.5276738329994259
train,train_n16_0005_shallow,16,54,0,0.002620812738314271,0,2,857.795,857.795,0.003105333998973947,0.01993808299812372,0.09008012499907636,0.11312354199617403,0.11312354199617403
train,train_n16_0006_deep,16,170,0,6.934468971264707e-11,0,2,3398.525,3398.525,0.010976749999827007,0.07470379099686397,0.3566162079987407,0.4422967489954317,0.4422967489954317
train,train_n16_0007_mixed,16,146,0,5.5064901971491054e-05,0,2,2334.82,2334.82,0.009342875000584172,0.06196879200069816,0.28516025000135414,0.3564719170026365,0.3564719170026365
train,train_n16_0008_mixed,16,101,0,0.001628279103897512,0,2,1410.43,1410.43,0.006082833002437837,0.04051695800080779,0.18097270899670548,0.2275724999999511,0.2275724999999511
train,train_n16_0009_shallow,16,74,0,0.0003323345445096493,0,2,1061.5249999999999,1061.5249999999999,0.0040583749978395645,0.026584792001813184,0.12562262500068755,0.1562657920003403,0.1562657920003403
train,train_n16_0010_shallow,16,85,0,0.0002266961964778602,0,2,1208.29,1208.29,0.004814249998162268,0.031478500000957865,0.14637033400140353,0.18266308400052367,0.18266308400052367
train,train_n16_0011_shallow,16,45,0,0.0001440148043911904,0,2,661.37,661.37,0.002481750001606997,0.01565774999835412,0.0515356249998149,0.06967512499977602,0.06967512499977602
train,train_n16_0012_deep,16,109,0,8.531605288908395e-08,0,2,1991.54,1991.54,0.0065569999969739,0.04363500000181375,0.20538008299990906,0.2555720829986967,0.2555720829986967
train,train_n16_0013_mixed,16,93,0,2.562765555325086e-09,0,2,930.315,930.315,0.0054046249970269855,0.036536708001221996,0.1693467920013063,0.2112881249995553,0.2112881249995553
train,train_n16_0014_shallow,16,24,1,0.9999990463256836,1,1,287.33,287.33,0.0012037080014124513,0.0012004579984932207,0.0011913750022358727,0.002404165999905672,0.0035955410021415446
train,train_n16_0015_shallow,16,79,0,0.0037594761233776808,0,2,1306.885,1306.885,0.00446183399981237,0.029006708002270898,0.14220962500257883,0.1756781670046621,0.1756781670046621
train,train_n16_0016_shallow,16,71,0,3.2845523492142092e-06,0,2,874.95,874.95,0.003839334000076633,0.0249749159993371,0.11773866699877544,0.14655291699818918,0.14655291699818918
train,train_n16_0017_deep,16,167,0,7.319186323684335e-08,0,2,2836.0450000000005,2836.0450000000005,0.010492000001249835,0.07161429199913982,0.3380966249969788,0.42020291699736845,0.42020291699736845
train,train_n16_0018_deep,16,168,0,1.2274871785677988e-08,0,2,3265.685,3265.685,0.010663499997463077,0.07221845900130575,0.3483917499979725,0.43127370899674133,0.43127370899674133
train,train_n16_0019_shallow,16,46,1,0.9990697503089905,1,1,613.6,613.6,0.0022826659987913445,0.01323950000005425,0.030577999998058658,0.015522165998845594,0.04610016599690425
train,train_n16_0020_deep,16,186,0,3.2871719213289907e-06,0,2,3030.08,3030.08,0.01221787499889615,0.08238629199695424,0.38405212499856134,0.47865629199441173,0.47865629199441173
train,train_n16_0021_mixed,16,93,0,3.658688683572109e-06,0,2,1711.095,1711.095,0.005551207999815233,0.03680904199791257,0.1705033750004077,0.2128636249981355,0.2128636249981355
train,train_n16_0022_mixed,16,114,0,1.016822352539748e-06,0,2,1198.4650000000001,1198.4650000000001,0.007001625002885703,0.04670624999926076,0.20892895799988764,0.2626368330020341,0.2626368330020341
train,train_n16_0023_deep,16,159,0,1.8036721485259477e-06,0,2,2847.735,2847.735,0.009919791998981964,0.06645520799793303,0.32610604200090165,0.40248104199781665,0.40248104199781665
train,train_n16_0024_mixed,16,49,0,2.0059220062762506e-08,0,2,506.07,506.07,0.0025683749991003424,0.016712624998035608,0.06843674999981886,0.08771774999695481,0.08771774999695481
train,train_n16_0025_deep,16,209,0,1.5621694909873085e-11,0,2,4236.615,4236.615,0.013986583999212598,0.0950369159982074,0.4519727909973881,0.5609962909948081,0.5609962909948081
train,train_n16_0026_shallow,16,51,0,0.0003225711698178202,0,2,693.29,693.29,0.002859583000827115,0.018225125000753906,0.0819004170007247,0.10298512500230572,0.10298512500230572
train,train_n16_0027_mixed,16,83,0,0.00026787404203787446,0,2,1275.3799999999999,1275.3799999999999,0.004742249999253545,0.031019624999316875,0.14686224999968545,0.18262412499825587,0.18262412499825587
train,train_n16_0028_deep,16,138,0,1.5717769308309926e-09,0,2,2803.29,2803.29,0.008351999997103121,0.05688620900036767,0.27526120800030185,0.34049941699777264,0.34049941699777264
train,train_n16_0029_deep,16,151,0,3.6253894108995155e-08,0,2,2885.4249999999997,2885.4249999999997,0.009557749999657972,0.065599542002019,0.31232195799748297,0.38747924999915995,0.38747924999915995
train,train_n16_0030_shallow,16,77,0,2.538738499424653e-07,0,2,868.48,868.48,0.004401957998197759,0.028692167001281632,0.13320154199755052,0.1662956669970299,0.1662956669970299
train,train_n16_0031_deep,16,201,0,5.588993157168431e-10,0,2,3901.965,3901.965,0.01336545800222666,0.09009145900199655,0.42746812499899534,0.5309250420032186,0.5309250420032186
train,train_n16_0032_shallow,16,70,0,0.00082503812154755,0,2,1154.58,1154.58,0.003928375001123641,0.02572137499737437,0.12131612499797484,0.15096587499647285,0.15096587499647285
train,train_n16_0033_mixed,16,131,0,4.130943587199454e-09,0,2,2566.655,2566.655,0.007948917002067901,0.05417166699771769,0.2578842090006219,0.3200047930004075,0.3200047930004075
train,train_n16_0034_mixed,16,81,0,0.0010067587718367577,0,2,1383.94,1383.94,0.0046678340004291385,0.030684666999150068,0.1453651660012838,0.180717667000863,0.180717667000863
train,train_n16_0035_deep,16,117,0,5.629973820475698e-09,0,2,2043.61,2043.61,0.007398833000479499,0.04952899999989313,0.23091150000254856,0.2878393330029212,0.2878393330029212
train,train_n16_0036_shallow,16,63,0,1.8843621107933473e-10,0,2,882.6850000000001,882.6850000000001,0.003607582999393344,0.02304566699967836,0.09989649999988615,0.12654974999895785,0.12654974999895785
train,train_n16_0037_mixed,16,110,0,3.144810278854493e-08,0,2,2084.96,2084.96,0.0065701660023478325,0.0435263750005106,0.20586633299899404,0.25596287400185247,0.25596287400185247
train,train_n16_0038_shallow,16,28,1,0.9999673366546631,1,1,505.605,505.605,0.0014802920013607945,0.0014661249988421332,0.0014553340006386861,0.0029464170002029277,0.004401751000841614
train,train_n16_0039_shallow,16,35,0,4.632246145774843e-06,0,2,474.84499999999997,474.84499999999997,0.0019448329985607415,0.012032667000312358,0.05479099999865866,0.06876849999753176,0.06876849999753176
train,train_n16_0040_shallow,16,56,0,6.484779935256313e-10,0,2,499.72499999999997,499.72499999999997,0.0030699590024596546,0.01934337499915273,0.08839920799800893,0.11081254199962132,0.11081254199962132
train,train_n16_0041_mixed,16,116,0,0.0013888354878872633,0,2,1803.1799999999998,1803.1799999999998,0.006741957997292047,0.04580954199991538,0.2140892499992333,0.2666407499964407,0.2666407499964407
train,train_n16_0042_deep,16,160,0,8.261522452812642e-07,0,2,2195.0899999999997,2195.0899999999997,0.010265666998748202,0.06987495900102658,0.31687875000352506,0.39701937600329984,0.39701937600329984
train,train_n16_0043_mixed,16,162,0,1.407797489694218e-10,0,2,3191.55,3191.55,0.010461792000569403,0.06992754100065213,0.3266867909987923,0.4070761240000138,0.4070761240000138
train,train_n16_0044_shallow,16,73,0,0.0032743688207119703,0,2,1093.085,1093.085,0.004055958001117688,0.026050125001347624,0.1267201250011567,0.15682620800362201,0.15682620800362201
train,train_n16_0045_mixed,16,100,0,7.186356924648862e-06,0,2,1313.375,1313.375,0.005853041002410464,0.03894145800222759,0.17995449999943958,0.22474899900407763,0.22474899900407763
train,train_n16_0046_deep,16,192,0,7.292420833859836e-11,0,2,3770.1349999999998,3770.1349999999998,0.013055166997219203,0.08423970899821143,0.39783229200111236,0.495127167996543,0.495127167996543
train,train_n16_0047_shallow,16,46,1,0.999901533126831,1,1,771.91,771.91,0.0024716250009078067,0.006987833003222477,0.011020457997801714,0.009459458004130283,0.020479916001931997
train,train_n16_0048_shallow,16,44,0,2.2873756222452357e-09,0,2,381.365,381.365,0.0023231249979289714,0.014776332998735597,0.06819920799898682,0.08529866599565139,0.08529866599565139
train,train_n16_0049_mixed,16,126,0,1.351027776763658e-06,0,2,2294.6299999999997,2294.6299999999997,0.007623916997545166,0.05078933400000096,0.24083970799983945,0.2992529589973856,0.2992529589973856
train,train_n16_0050_deep,16,184,0,2.4428452150004887e-08,0,2,3331.915,3331.915,0.011834541001007892,0.08217795800010208,0.38069612499748473,0.4747086239985947,0.4747086239985947
train,train_n16_0051_deep,16,208,0,1.5868525937712263e-10,0,2,4065.625,4065.625,0.014018707999639446,0.09516549999898416,0.45027674999801093,0.5594609579966345,0.5594609579966345
train,train_n16_0052_shallow,16,48,0,1.0909359843935817e-05,0,2,775.15,775.15,0.0027528749997145496,0.01747883399730199,0.07557916700170608,0.09581087599872262,0.09581087599872262
train,train_n16_0053_shallow,16,79,0,0.0004281637375243008,0,2,1410.105,1410.105,0.004522332998021739,0.029781207998894388,0.1455231250001816,0.17982666599709773,0.17982666599709773
train,train_n16_0054_deep,16,105,0,1.6222148246924917e-07,0,2,1880.4599999999998,1880.4599999999998,0.006151875000796281,0.04123424999852432,0.1981864589979523,0.2455725839972729,0.2455725839972729
train,train_n16_0055_mixed,16,113,0,4.2419593228260055e-05,0,2,1317.51,1317.51,0.006946042001800379,0.04561370900046313,0.20719920799820102,0.25975895900046453,0.25975895900046453
train,train_n16_0056_shallow,16,69,0,3.4663983683458355e-08,0,2,631.2049999999999,631.2049999999999,0.003713958001753781,0.02319408300172654,0.10538458299924969,0.13229262400273,0.13229262400273
train,train_n16_0057_mixed,16,137,0,5.943809000541478e-08,0,2,2574.915,2574.915,0.008626250000816071,0.058362458999908995,0.34926954099864815,0.4162582499993732,0.4162582499993732
train,train_n16_0058_shallow,16,41,1,0.9992403984069824,1,1,576.47,576.47,0.0021367080007621553,0.011731124999641906,0.027152375001605833,0.013867833000404062,0.041020208002009895
train,train_n16_0059_shallow,16,30,1,0.9999978542327881,1,1,357.84,357.84,0.0016099999993457459,0.004241834001732059,0.006302499998128042,0.005851834001077805,0.012154333999205846
train,train_n16_0060_mixed,16,117,0,0.00010302448208676651,0,2,1993.83,1993.83,0.006872958998428658,0.04600333300186321,0.2202539159989101,0.27313020799920196,0.27313020799920196
train,train_n16_0061_shallow,16,42,0,0.0474846288561821,0,2,581.325,581.325,0.002273834001243813,0.01034958400123287,0.024370958002691623,0.036994376005168306,0.036994376005168306
train,train_n16_0062_shallow,16,87,0,0.00010917087638517842,0,2,1250.53,1250.53,0.004897041999356588,0.03200512499824981,0.15190304199859384,0.18880520899620024,0.18880520899620024
train,train_n16_0063_deep,16,119,0,0.00015850603813305497,0,2,1651.02,1651.02,0.007418667002639268,0.04913233300248976,0.22336066700154333,0.27991166700667236,0.27991166700667236
train,train_n16_0064_shallow,16,67,0,1.3872451745555736e-05,0,2,916.4050000000001,916.4050000000001,0.0036904579974361695,0.02405416599867749,0.11434750000262284,0.1420921239987365,0.1420921239987365
train,train_n16_0065_mixed,16,115,0,2.969567503896542e-05,0,2,1326.04,1326.04,0.007180499997048173,0.04748604099950171,0.21428683300109697,0.26895337399764685,0.26895337399764685
train,train_n16_0066_mixed,16,105,0,2.3663803006002126e-07,0,2,1112.25,1112.25,0.006284750001213979,0.042075666002347134,0.1869401250005467,0.2353005410041078,0.2353005410041078
train,train_n16_0067_shallow,16,77,0,9.928529834724031e-06,0,2,1207.995,1207.995,0.004318041999795241,0.02828054199926555,0.11453158299991628,0.14713016699897707,0.14713016699897707
train,train_n16_0068_deep,16,163,0,7.044176527415402e-06,0,2,2544.855,2544.855,0.010242250002193032,0.06969099999696482,0.32458704199962085,0.4045202919987787,0.4045202919987787
train,train_n16_0069_shallow,16,72,0,1.9649638488772325e-05,0,2,1083.065,1083.065,0.004011999997601379,0.02594895800211816,0.12573587500082795,0.15569683300054749,0.15569683300054749
train,train_n16_0070_mixed,16,102,0,0.0003992191923316568,0,2,1595.7549999999999,1595.7549999999999,0.005983458999253344,0.03979350000008708,0.1865410000027623,0.23231795900210273,0.23231795900210273
