split,name,n,profile,term_count,run_depth4_label,run_depth4_prob,run_depth4_pred,depth2_score,depth4_score,gate_score,sparse_score,depth2_time_s,depth4_time_s,gate_time_s,sparse_time_s
train,train_n16_0018_mixed,16,mixed,74,1,0.9999496936798096,1,466.885,432.34499999999997,432.34499999999997,432.34499999999997,0.12561629099946003,1.308760458996403,1.434376749995863,1.434376749995863
train,train_n16_0019_deep,16,deep,130,1,0.99968421459198,1,1281.975,1225.5549999999998,1225.5549999999998,1225.5549999999998,0.2682258340064436,3.0941152080049505,3.362341042011394,3.362341042011394
train,train_n16_0020_shallow,16,shallow,53,1,0.9997896552085876,1,304.96,279.12,279.12,279.12,0.0888114170084009,0.9259382499876665,1.0147496669960674,1.0147496669960674
train,train_n16_0021_mixed,16,mixed,154,1,0.9999998807907104,1,1728.9099999999999,1663.79,1663.79,1663.79,0.3409398750081891,3.8771357079967856,4.218075583004975,4.218075583004975
train,train_n16_0022_deep,16,deep,208,1,0.9999998807907104,1,2240.955,2105.78,2105.78,2105.78,0.47754100000020117,5.531760291996761,6.009301291996962,6.009301291996962
train,train_n16_0023_shallow,16,shallow,54,1,0.9983370304107666,1,331.06,322.75,322.75,322.75,0.08973900000273716,0.6713547090039356,0.7610937090066727,0.7610937090066727
train,train_n16_0024_mixed,16,mixed,96,1,0.9995957016944885,1,750.52,672.415,672.415,672.415,0.18757820800237823,1.9027163749997271,2.0902945830021054,2.0902945830021054
train,train_n16_0025_deep,16,deep,180,1,0.9999932050704956,1,1610.0200000000002,1472.56,1472.56,1472.56,0.3929987080045976,4.141647625001497,4.534646333006094,4.534646333006094
train,train_n16_0026_shallow,16,shallow,66,1,0.999228835105896,1,571.09,545.3149999999999,545.3149999999999,545.3149999999999,0.11879658300313167,0.8737782500102185,0.9925748330133501,0.9925748330133501
train,train_n16_0027_mixed,16,mixed,81,1,0.9999727010726929,1,497.92,467.72999999999996,467.72999999999996,467.72999999999996,0.1434450420056237,1.5786800830101129,1.7221251250157366,1.7221251250157366
train,train_n16_0028_deep,16,deep,194,1,0.9999992847442627,1,2013.585,1887.175,1887.175,1887.175,0.4386816250043921,5.021537249995163,5.460218874999555,5.460218874999555
train,train_n16_0029_shallow,16,shallow,68,1,0.9921115636825562,1,671.465,663.1550000000001,663.1550000000001,663.1550000000001,0.12120787499588914,0.6704121670045424,0.7916200420004316,0.7916200420004316
train,train_n16_0030_mixed,16,mixed,116,1,0.9997912049293518,1,1098.365,1063.7600000000002,1063.7600000000002,1063.7600000000002,0.23074333400290925,2.6735351250099484,2.9042784590128576,2.9042784590128576
train,train_n16_0031_deep,16,deep,140,1,0.9979779124259949,1,1326.1900000000003,1256.59,1256.59,1256.59,0.29974312499689404,3.4494344999984605,3.7491776249953546,3.7491776249953546
train,train_n20_0000_deep,20,deep,147,1,0.9999275207519531,1,1319.425,1245.475,1245.475,1245.475,0.42655095900408924,4.811949167007697,5.238500126011786,5.238500126011786
train,train_n20_0001_shallow,20,shallow,47,0,0.0010014689760282636,0,339.305,339.305,339.305,339.305,0.09810729099262971,0.25494549999712035,0.09810729099262971,0.35305279098975006
train,train_n20_0002_mixed,20,mixed,71,1,0.8471745252609253,1,669.79,644.015,644.015,644.015,0.18348162499023601,0.9536694589914987,1.1371510839817347,1.1371510839817347
train,train_n20_0003_deep,20,deep,204,1,1.0,1,2469.18,2351.665,2351.665,2351.665,0.6558934999920893,7.948869207990356,8.604762707982445,8.604762707982445
train,train_n20_0004_shallow,20,shallow,62,1,0.9902364611625671,1,388.26,362.41999999999996,362.41999999999996,362.41999999999996,0.1608518749999348,1.6610864159883931,1.821938290988328,1.821938290988328
train,train_n20_0005_mixed,20,mixed,102,1,0.9905205965042114,1,925.5849999999999,891.1099999999999,891.1099999999999,891.1099999999999,0.28614570799982175,3.3444599170034053,3.630605625003227,3.630605625003227
train,train_n20_0006_deep,20,deep,247,1,1.0,1,2743.2200000000003,2570.96,2570.96,2570.96,0.8229229580028914,9.707318166998448,10.53024112500134,10.53024112500134
train,train_n20_0007_shallow,20,shallow,78,1,0.9863539338111877,1,732.885,715.81,715.81,715.81,0.22193879100086633,1.9908388329931768,2.212777623994043,2.212777623994043
train,train_n20_0008_mixed,20,mixed,173,1,0.9999649524688721,1,1555.95,1429.605,1429.605,1429.605,0.5172738330002176,5.871100707998266,6.388374540998484,6.388374540998484
train,train_n20_0009_deep,20,deep,162,1,0.9996823072433472,1,1499.1399999999999,1392.3249999999998,1392.3249999999998,1392.3249999999998,0.504075582997757,5.898963832994923,6.40303941599268,6.40303941599268
train,train_n20_0010_shallow,20,shallow,45,0,3.04088243865408e-05,0,489.385,489.385,489.385,489.385,0.0037909170059720054,0.003787790992646478,0.0037909170059720054,0.0075787079986184835
train,train_n20_0011_mixed,20,mixed,141,1,0.999998927116394,1,1477.895,1397.2450000000001,1397.2450000000001,1397.2450000000001,0.42246495799918193,4.93326987499313,5.355734832992312,5.355734832992312
train,train_n20_0012_deep,20,deep,207,1,1.0,1,2488.645,2318.54,2318.54,2318.54,0.654144375002943,7.623067583990633,8.277211958993576,8.277211958993576
train,train_n20_0013_shallow,20,shallow,76,1,0.9992413520812988,1,469.56,465.40500000000003,465.40500000000003,465.40500000000003,0.19096887500199955,1.7373981250129873,1.9283670000149868,1.9283670000149868
train,train_n20_0014_mixed,20,mixed,109,1,0.9997658133506775,1,978.37,952.5949999999999,952.5949999999999,952.5949999999999,0.3109658339963062,3.7555198339978233,4.0664856679941295,4.0664856679941295
train,train_n20_0015_deep,20,deep,194,1,0.999998927116394,1,1920.6899999999998,1842.325,1842.325,1842.325,0.6225031659996603,7.490993916988373,8.113497082988033,8.113497082988033
train,train_n20_0016_shallow,20,shallow,64,0,0.00865059532225132,1,602.15,602.15,602.15,602.15,0.0529485840088455,0.06585616599477362,0.11880475000361912,0.11880475000361912
train,train_n20_0017_mixed,20,mixed,97,1,0.999427080154419,1,872.7099999999999,789.9950000000001,789.9950000000001,789.9950000000001,0.2728570839972235,2.9573174589895643,3.230174542986788,3.230174542986788
train,train_n20_0018_deep,20,deep,130,1,0.9999971389770508,1,1372.78,1325.19,1325.19,1325.19,0.3811621669883607,4.529361667009653,4.910523833998013,4.910523833998013
train,train_n20_0019_shallow,20,shallow,31,0,0.00013511705037672073,0,271.36499999999995,271.36499999999995,271.36499999999995,271.36499999999995,0.002593249999335967,0.0026455839979462326,0.002593249999335967,0.0052388339972821996
train,train_n20_0020_mixed,20,mixed,76,0,0.0074443696066737175,1,789.5,789.5,789.5,789.5,0.06523383301100694,0.06560600000375416,0.1308398330147611,0.1308398330147611
train,train_n20_0021_deep,20,deep,134,1,0.999997615814209,1,1392.57,1336.15,1336.15,1336.15,0.40145054199092556,4.803228500008117,5.204679041999043,5.204679041999043
train,train_n20_0022_shallow,20,shallow,54,0,0.003982504364103079,0,299.35,299.35,299.35,299.35,0.048648124997271225,0.06849900000088383,0.048648124997271225,0.11714712499815505
train,train_n20_0023_mixed,20,mixed,148,1,0.9999756813049316,1,1376.495,1333.125,1333.125,1333.125,0.44751941700815223,5.315498416995979,5.763017834004131,5.763017834004131
train,train_n20_0024_deep,20,deep,215,1,1.0,1,2310.88,2188.9500000000003,2188.9500000000003,2188.9500000000003,0.6891697920073057,8.206207374998485,8.89537716700579,8.89537716700579
train,train_n20_0025_shallow,20,shallow,54,0,0.00039618092705495656,0,503.06,503.06,503.06,503.06,0.050533540998003446,0.0699413749971427,0.050533540998003446,0.12047491599514615
train,train_n20_0026_mixed,20,mixed,94,1,0.9965181350708008,1,933.9599999999999,910.2500000000001,910.2500000000001,910.2500000000001,0.2682463750097668,2.689994459011359,2.958240834021126,2.958240834021126
train,train_n20_0027_deep,20,deep,201,1,1.0,1,2366.715,2310.2949999999996,2310.2949999999996,2310.2949999999996,0.6398515420005424,7.884672874992248,8.52452441699279,8.52452441699279
train,train_n20_0028_shallow,20,shallow,47,1,0.9971415400505066,1,243.50000000000003,239.345,239.345,239.345,0.09475437500805128,0.41605125000933185,0.5108056250173831,0.5108056250173831
train,train_n20_0029_mixed,20,mixed,52,0,6.494054105132818e-05,0,568.2450000000001,568.2450000000001,568.2450000000001,568.2450000000001,0.008169416993041523,0.008383958003832959,0.008169416993041523,0.01655337499687448
train,train_n20_0030_deep,20,deep,184,1,1.0,1,2212.97,2104.22,2104.22,2104.22,0.5835663750040112,6.873424167002668,7.456990542006679,7.456990542006679
train,train_n20_0031_shallow,20,shallow,52,0,0.00020563570433296263,0,420.89,420.89,420.89,420.89,0.04893133300356567,0.04893095899024047,0.04893133300356567,0.09786229199380614
train,train_n24_0000_shallow,24,shallow,51,0,0.0002237226872239262,0,404.75000000000006,404.75000000000006,404.75000000000006,404.75000000000006,0.1288277499988908,0.2903667500067968,0.1288277499988908,0.4191945000056876
train,train_n24_0001_mixed,24,mixed,91,1,0.9991820454597473,1,685.6850000000001,672.765,672.765,672.765,0.3450500830076635,3.2872067080024863,3.6322567910101498,3.6322567910101498
train,train_n24_0002_deep,24,deep,119,1,0.9999948740005493,1,1315.97,1242.085,1242.085,1242.085,0.48253599999588914,5.8077495000034105,6.2902854999993,6.2902854999993
train,train_n24_0003_shallow,24,shallow,40,0,8.342208701606069e-08,0,304.465,304.465,304.465,304.465,0.008422916987910867,0.008164958999259397,0.008422916987910867,0.016587875987170264
train,train_n24_0004_mixed,24,mixed,66,0,0.0005596295814029872,0,622.9649999999999,622.9649999999999,622.9649999999999,622.9649999999999,0.05565608300094027,0.05748883300111629,0.05565608300094027,0.11314491600205656
train,train_n24_0005_deep,24,deep,174,1,1.0,1,1899.77,1843.2849999999999,1843.2849999999999,1843.2849999999999,0.7370987079921179,9.000910667004064,9.738009374996182,9.738009374996182
train,train_n24_0006_shallow,24,shallow,34,0,0.00021453418594319373,0,297.66,297.66,297.66,297.66,0.0038975830102572218,0.0037765000015497208,0.0038975830102572218,0.0076740830118069425
train,train_n24_0007_mixed,24,mixed,83,1,0.9865695834159851,1,855.14,811.9,811.9,811.9,0.33067033300176263,3.3204028329928406,3.651073165994603,3.651073165994603
train,train_n24_0008_deep,24,deep,218,1,1.0,1,2272.12,2145.775,2145.775,2145.775,0.93984916601039,11.457353874997352,12.397203041007742,12.397203041007742
train,train_n24_0009_shallow,24,shallow,46,0,2.5792444375838386e-06,0,476.40000000000003,476.40000000000003,476.40000000000003,476.40000000000003,0.005327083999873139,0.005299834010656923,0.005327083999873139,0.010626918010530062
train,train_n24_0010_mixed,24,mixed,107,1,0.9996227025985718,1,864.9449999999999,825.99,825.99,825.99,0.4085288749920437,4.844860666009481,5.253389541001525,5.253389541001525
train,train_n24_0011_deep,24,deep,152,1,0.9999994039535522,1,1497.945,1389.13,1389.13,1389.13,0.6118349580065114,7.220996459000162,7.832831417006673,7.832831417006673
train,train_n24_0012_shallow,24,shallow,64,0,1.1862603969348129e-05,0,505.45,505.45,505.45,505.45,0.057475374997011386,0.07302650000201538,0.057475374997011386,0.13050187499902677
train,train_n24_0013_mixed,24,mixed,134,1,0.9991476535797119,1,1262.38,1197.1950000000002,1197.1950000000002,1197.1950000000002,0.5282155419990886,6.302674708989798,6.830890250988887,6.830890250988887
train,train_n24_0014_deep,24,deep,219,1,1.0,1,2326.93,2204.8050000000003,2204.8050000000003,2204.8050000000003,0.9432075829972746,11.489808792000986,12.43301637499826,12.43301637499826
train,train_n24_0015_shallow,24,shallow,65,0,0.005875417497009039,1,475.45500000000004,475.45500000000004,475.45500000000004,475.45500000000004,0.14301508299831767,0.43889470800058916,0.5819097909989068,0.5819097909989068
train,train_n24_0016_mixed,24,mixed,93,1,0.9691922664642334,1,884.3050000000001,875.735,875.735,875.735,0.2774526249995688,1.1003017079929123,1.377754332992481,1.377754332992481
train,train_n24_0017_deep,24,deep,133,1,0.9999980926513672,1,1380.13,1354.29,1354.29,1354.29,0.5409502499969676,6.877775290995487,7.418725540992455,7.418725540992455
train,train_n24_0018_shallow,24,shallow,78,1,0.9985156655311584,1,567.585,550.445,550.445,550.445,0.2883386659959797,3.2393252500041854,3.527663916000165,3.527663916000165
train,train_n24_0019_mixed,24,mixed,153,1,0.9999947547912598,1,1409.27,1313.635,1313.635,1313.635,0.6132734999991953,7.398866834002547,8.012140334001742,8.012140334001742
train,train_n24_0020_deep,24,deep,211,1,1.0,1,2169.875,2056.45,2056.45,2056.45,0.9109962500078836,11.163050999995903,12.074047250003787,12.074047250003787
train,train_n24_0021_shallow,24,shallow,79,0,0.0006220188224688172,0,824.2349999999999,824.2349999999999,824.2349999999999,824.2349999999999,0.04245629200886469,0.042416000011144206,0.04245629200886469,0.0848722920200089
train,train_n24_0022_mixed,24,mixed,179,1,1.0,1,1984.9,1891.2649999999999,1891.2649999999999,1891.2649999999999,0.7535433330049273,9.218161750002764,9.971705083007691,9.971705083007691
train,train_n24_0023_deep,24,deep,161,1,0.9999998807907104,1,1644.4950000000001,1583.7900000000002,1583.7900000000002,1583.7900000000002,0.6640040000056615,8.040428249994875,8.704432250000536,8.704432250000536
train,train_n24_0024_shallow,24,shallow,43,0,0.0015173929277807474,0,367.84499999999997,367.84499999999997,367.84499999999997,367.84499999999997,0.004931749994284473,0.0048161669983528554,0.004931749994284473,0.009747916992637329
train,train_n24_0025_mixed,24,mixed,99,1,0.9975814819335938,1,955.49,907.9000000000001,907.9000000000001,907.9000000000001,0.3731591249961639,3.8533026670047548,4.226461792000919,4.226461792000919
train,train_n24_0026_deep,24,deep,219,1,1.0,1,2600.33,2474.115,2474.115,2474.115,0.9403745829913532,11.242086416998063,12.182460999989416,12.182460999989416
train,train_n24_0027_shallow,24,shallow,28,0,6.601308996323496e-06,0,192.86999999999998,192.86999999999998,192.86999999999998,192.86999999999998,0.003177666003466584,0.0032212500082096085,0.003177666003466584,0.006398916011676192
train,train_n24_0028_mixed,24,mixed,98,1,0.9992184638977051,1,790.7349999999999,760.545,760.545,760.545,0.37524479201238137,4.541910625004675,4.917155417017057,4.917155417017057
train,train_n24_0029_deep,24,deep,167,1,0.9999996423721313,1,1685.905,1585.92,1585.92,1585.92,0.6914420840039384,8.146894333011005,8.838336417014943,8.838336417014943
train,train_n24_0030_shallow,24,shallow,60,0,0.0004232407081872225,0,488.53,488.53,488.53,488.53,0.012691250012721866,0.01317879201087635,0.012691250012721866,0.025870042023598216
train,train_n24_0031_mixed,24,mixed,161,1,0.9999582767486572,1,1353.045,1246.295,1246.295,1246.295,0.663140583987115,7.6132658749993425,8.276406458986457,8.276406458986457
valid,valid_n16_0000_mixed,16,mixed,126,1,0.9993135929107666,1,1161.8500000000001,1118.4799999999998,1118.4799999999998,1118.4799999999998,0.25513295899145305,2.916368207996129,3.171501166987582,3.171501166987582
valid,valid_n16_0001_deep,16,deep,192,1,1.0,1,2087.3399999999997,1952.23,1952.23,1952.23,0.4450189170020167,4.827589249995071,5.272608166997088,5.272608166997088
valid,valid_n16_0002_shallow,16,shallow,81,1,0.9998247027397156,1,558.8199999999999,528.5649999999999,528.5649999999999,528.5649999999999,0.1443837909901049,1.5841462089883862,1.728529999978491,1.728529999978491
valid,valid_n16_0003_mixed,16,mixed,69,1,0.9996347427368164,1,445.07000000000005,414.88,414.88,414.88,0.1199112089962,1.2969247499859193,1.4168359589821193,1.4168359589821193
valid,valid_n16_0004_deep,16,deep,123,1,0.9999998807907104,1,1381.0900000000001,1309.205,1309.205,1309.205,0.25810225000896025,2.9024415419989964,3.1605437920079567,3.1605437920079567
valid,valid_n16_0005_shallow,16,shallow,55,1,0.7109087705612183,1,384.0,362.51,362.51,362.51,0.09467637501074933,0.6896897080005147,0.784366083011264,0.784366083011264
valid,valid_n16_0006_mixed,16,mixed,116,1,0.9991858601570129,1,904.03,843.26,843.26,843.26,0.22622233400761615,2.372767416003626,2.598989750011242,2.598989750011242
valid,valid_n16_0007_deep,16,deep,131,1,0.9989581108093262,1,1092.4450000000002,1024.845,1024.845,1024.845,0.26472716699936427,2.952617000002647,3.217344167002011,3.217344167002011
valid,valid_n16_0008_shallow,16,shallow,37,0,0.0073876334354281425,1,199.715,199.715,199.715,199.715,0.04404525000427384,0.09358966699801385,0.1376349170022877,0.1376349170022877
valid,valid_n16_0009_mixed,16,mixed,103,1,0.999822199344635,1,1025.895,995.64,995.64,995.64,0.20234720900771208,2.4141462090046844,2.6164934180123964,2.6164934180123964
valid,valid_n16_0010_deep,16,deep,201,1,1.0,1,2396.7749999999996,2263.7299999999996,2263.7299999999996,2263.7299999999996,0.4760601249872707,5.220622417007689,5.69668254199496,5.69668254199496
valid,valid_n16_0011_shallow,16,shallow,43,0,0.00039000873221084476,0,400.555,400.555,400.555,400.555,0.010978000005707145,0.010852084000362083,0.010978000005707145,0.021830084006069228
valid,valid_n16_0012_mixed,16,mixed,138,1,0.9999834299087524,1,1312.465,1229.75,1229.75,1229.75,0.29782750000595115,3.373767958008102,3.6715954580140533,3.6715954580140533
valid,valid_n16_0013_deep,16,deep,137,1,0.9994388222694397,1,1216.7649999999999,1142.75,1142.75,1142.75,0.304737041995395,3.2312859170051524,3.5360229590005474,3.5360229590005474
valid,valid_n16_0014_shallow,16,shallow,26,0,0.0006238908390514553,0,149.36999999999998,149.36999999999998,149.36999999999998,149.36999999999998,0.0026586250023683533,0.0026554999931249768,0.0026586250023683533,0.00531412499549333
valid,valid_n16_0015_mixed,16,mixed,151,1,0.999998927116394,1,1521.7849999999999,1428.0849999999998,1428.0849999999998,1428.0849999999998,0.34320329201000277,3.5690156670025317,3.9122189590125345,3.9122189590125345
valid,valid_n20_0000_deep,20,deep,195,1,1.0,1,2170.99,2057.63,2057.63,2057.63,0.6145885419973638,7.369612458001939,7.984200999999302,7.984200999999302
valid,valid_n20_0001_shallow,20,shallow,57,1,0.090274378657341,1,335.66999999999996,322.945,322.945,322.945,0.14663191699946765,1.2426420830015559,1.3892740000010235,1.3892740000010235
valid,valid_n20_0002_mixed,20,mixed,119,1,0.9998015761375427,1,1074.395,1048.555,1048.555,1048.555,0.3429184999986319,4.00442829199892,4.347346791997552,4.347346791997552
valid,valid_n20_0003_deep,20,deep,157,1,0.9999998807907104,1,1735.65,1646.365,1646.365,1646.365,0.4870692499971483,5.781796666997252,6.2688659169944,6.2688659169944
valid,valid_n20_0004_shallow,20,shallow,60,1,0.9965015649795532,1,364.51,360.41999999999996,360.41999999999996,360.41999999999996,0.13569325000571553,0.3387266250065295,0.47441987501224503,0.47441987501224503
valid,valid_n20_0005_mixed,20,mixed,133,1,0.9998201727867126,1,900.85,857.415,857.415,857.415,0.38148579200787935,4.217556749994401,4.59904254200228,4.59904254200228
valid,valid_n20_0006_deep,20,deep,113,1,0.9999402761459351,1,1204.7,1165.7450000000001,1165.7450000000001,1165.7450000000001,0.32994725000753533,3.9042125000123633,4.234159750019899,4.234159750019899
valid,valid_n20_0007_shallow,20,shallow,59,1,0.42750033736228943,1,457.40500000000003,448.9,448.9,448.9,0.1485130420041969,1.2071183750085765,1.3556314170127735,1.3556314170127735
valid,valid_n20_0008_mixed,20,mixed,125,1,0.9998928308486938,1,1161.63,1109.56,1109.56,1109.56,0.3588561249925988,4.286564542009728,4.645420667002327,4.645420667002327
valid,valid_n20_0009_deep,20,deep,174,1,0.9999980926513672,1,1651.755,1582.09,1582.09,1582.09,0.5435845000029076,6.490306374995271,7.033890874998178,7.033890874998178
valid,valid_n20_0010_shallow,20,shallow,40,0,0.0023049740120768547,0,221.79,221.79,221.79,221.79,0.09232075000181794,0.2337015000084648,0.09232075000181794,0.32602225001028273
valid,valid_n20_0011_mixed,20,mixed,72,0,0.6369743943214417,1,563.04,563.04,563.04,563.04,0.14195845799986273,0.33337387499341276,0.4753323329932755,0.4753323329932755
valid,valid_n20_0012_deep,20,deep,139,1,0.9999908208847046,1,1269.095,1208.455,1208.455,1208.455,0.4044467089988757,4.819669958000304,5.22411666699918,5.22411666699918
valid,valid_n20_0013_shallow,20,shallow,32,0,2.9629379696416436e-06,0,321.40999999999997,321.40999999999997,321.40999999999997,321.40999999999997,0.005159666994586587,0.005297540992614813,0.005159666994586587,0.0104572079872014
valid,valid_n20_0014_mixed,20,mixed,118,1,0.999725878238678,1,1109.1950000000002,1070.24,1070.24,1070.24,0.3404572089930298,4.060017833005986,4.400475041999016,4.400475041999016
valid,valid_n20_0015_deep,20,deep,167,1,0.9999992847442627,1,1701.305,1618.655,1618.655,1618.655,0.5155939589894842,6.103564207995078,6.619158166984562,6.619158166984562
valid,valid_n24_0000_shallow,24,shallow,64,0,0.011195415630936623,1,582.335,582.335,582.335,582.335,0.11841316700156312,0.18883412500144914,0.30724729200301226,0.30724729200301226
valid,valid_n24_0001_mixed,24,mixed,59,0,0.0012424179585650563,0,373.0799999999999,373.0799999999999,373.0799999999999,373.0799999999999,0.041001958001288585,0.04092766599205788,0.041001958001288585,0.08192962399334647
valid,valid_n24_0002_deep,24,deep,168,1,0.9999995231628418,1,1627.4850000000001,1553.535,1553.535,1553.535,0.6943343750026543,8.308933917011018,9.003268292013672,9.003268292013672
valid,valid_n24_0003_shallow,24,shallow,44,0,0.003235681913793087,0,276.46999999999997,276.46999999999997,276.46999999999997,276.46999999999997,0.09510054199199658,0.2709527090046322,0.09510054199199658,0.3660532509966288
valid,valid_n24_0004_mixed,24,mixed,66,0,0.0010327671188861132,0,723.5350000000001,723.5350000000001,723.5350000000001,723.5350000000001,0.02891929198813159,0.02909558400278911,0.02891929198813159,0.0580148759909207
valid,valid_n24_0005_deep,24,deep,175,1,1.0,1,1834.195,1751.61,1751.61,1751.61,0.7335550839925418,8.784931542002596,9.518486625995138,9.518486625995138
valid,valid_n24_0006_shallow,24,shallow,55,0,1.0553653784217687e-10,0,509.24,509.24,509.24,509.24,0.012283916992601007,0.01217687499593012,0.012283916992601007,0.024460791988531128
valid,valid_n24_0007_mixed,24,mixed,83,1,0.6457103490829468,1,776.58,759.31,759.31,759.31,0.3169687920017168,2.3703579170105513,2.687326709012268,2.687326709012268
valid,valid_n24_0008_deep,24,deep,179,1,1.0,1,1941.14,1827.845,1827.845,1827.845,0.7443475420004688,8.673741416001576,9.418088958002045,9.418088958002045
valid,valid_n24_0009_shallow,24,shallow,49,0,4.989810986444354e-05,0,278.6,278.6,278.6,278.6,0.13560324998979922,0.5681046249956125,0.13560324998979922,0.7037078749854118
valid,valid_n24_0010_mixed,24,mixed,127,1,0.9999798536300659,1,1083.615,1057.775,1057.775,1057.775,0.49793974999920465,6.061013166006887,6.558952916006092,6.558952916006092
valid,valid_n24_0011_deep,24,deep,168,1,0.9999998807907104,1,1707.9149999999997,1625.265,1625.265,1625.265,0.6921751250047237,8.400285166004323,9.092460291009047,9.092460291009047
valid,valid_n24_0012_shallow,24,shallow,64,0,0.047479551285505295,1,651.6100000000001,651.6100000000001,651.6100000000001,651.6100000000001,0.007119208996300586,0.007299791002878919,0.014418999999179505,0.014418999999179505
valid,valid_n24_0013_mixed,24,mixed,117,1,0.9999216794967651,1,1187.625,1157.4350000000002,1157.4350000000002,1157.4350000000002,0.46443787499447353,5.721824499996728,6.186262374991202,6.186262374991202
valid,valid_n24_0014_deep,24,deep,182,1,0.9999996423721313,1,1815.25,1680.1399999999999,1680.1399999999999,1680.1399999999999,0.7561087919893907,8.547383708995767,9.303492500985158,9.303492500985158
valid,valid_n24_0015_shallow,24,shallow,68,0,1.3976760783407371e-05,0,684.19,684.19,684.19,684.19,0.035165958004654385,0.034776667002006434,0.035165958004654385,0.06994262500666082
test,test_n28_0000_mixed,28,mixed,198,1,1.0,1,2235.6949999999997,2109.415,2109.415,2109.415,1.0789375830063364,12.982972707992303,14.06191029099864,14.06191029099864
test,test_n28_0001_deep,28,deep,246,1,1.0,1,2421.3849999999998,2334.32,2334.32,2334.32,1.4010109170048963,16.789262542006327,18.190273459011223,18.190273459011223
test,test_n28_0002_shallow,28,shallow,57,0,0.4348093569278717,1,453.12,453.12,453.12,453.12,0.24141120800049976,1.5676980830030516,1.8091092910035513,1.8091092910035513
test,test_n28_0003_mixed,28,mixed,77,0,0.0009311771136708558,0,554.4050000000001,554.4050000000001,554.4050000000001,554.4050000000001,0.14853274999768473,0.24592541699530557,0.14853274999768473,0.3944581669929903
test,test_n28_0004_deep,28,deep,225,1,1.0,1,2366.405,2257.33,2257.33,2257.33,1.2733341669954825,15.726850749997539,17.00018491699302,17.00018491699302
