split,name,n,term_count,oracle_depth,predicted_depth,correct_depth,single_score,single_T,single_CNOT,single_depth,single_ancilla,single_time_s,depth1_score,depth1_T,depth1_CNOT,depth1_depth,depth1_ancilla,depth1_time_s,depth2_score,depth2_T,depth2_CNOT,depth2_depth,depth2_ancilla,depth2_time_s,policy_score,policy_time_s,oracle_score,oracle_all_time_s
train,train_n14_0049_deep,14,124,2,2,1,2671.925,2588,1395,1395,3,0.007018208001682069,2569.0449999999996,2488,1343,1343,3,0.04542025000046124,2474.505,2396,1297,1297,3,0.20941845800189185,2474.505,0.20941845800189185,2474.505,0.26185691600403516
train,train_n14_0050_deep,14,203,2,2,1,4480.19,4344,2332,2332,3,0.012058167001669062,4260.31,4128,2226,2226,4,0.0802338330031489,4103.65,3976,2142,2142,4,0.4185838339981274,4103.65,0.4185838339981274,4103.65,0.5108758340029453
train,train_n14_0051_shallow,14,83,2,2,1,1290.405,1240,793,793,3,0.004186375001154374,1211.425,1164,739,739,3,0.026952584001264768,1145.345,1100,701,701,3,0.12141441700077849,1145.345,0.12141441700077849,1145.345,0.15255337600319763
train,train_n14_0052_mixed,14,124,2,2,1,2378.1,2296,1362,1362,3,0.006874915998196229,2246.34,2168,1294,1294,3,0.04473270800008322,2147.0200000000004,2072,1234,1234,3,0.20756283399896347,2147.0200000000004,0.20756283399896347,2147.0200000000004,0.2591704579972429
train,train_n14_0053_shallow,14,48,2,2,1,743.695,712,459,459,3,0.002320624997082632,633.0550000000001,604,411,411,3,0.01453991699963808,612.1949999999999,584,395,395,3,0.06486524999854737,612.1949999999999,0.06486524999854737,612.1949999999999,0.08172579199526808
train,train_n14_0054_deep,14,163,2,2,1,3607.345,3492,1923,1923,4,0.00922987499870942,3421.465,3312,1817,1817,4,0.06254933400123264,3284.705,3180,1731,1731,4,0.28626229200017406,3284.705,0.28626229200017406,3284.705,0.3580415010001161
train,train_n14_0055_mixed,14,81,2,2,1,1553.125,1500,843,843,3,0.00414733399884426,1430.045,1380,787,787,3,0.027404332999140024,1327.285,1280,737,737,3,0.12240775000100257,1327.285,0.12240775000100257,1327.285,0.15395941699898685
train,train_n14_0056_deep,14,187,2,2,1,3955.785,3832,2073,2073,4,0.010567000001174165,3746.785,3628,1947,1947,5,0.07263212500038208,3553.8050000000003,3440,1857,1857,5,0.3323122920010064,3553.8050000000003,0.3323122920010064,3553.8050000000003,0.41551141700256267
train,train_n14_0057_deep,14,112,2,2,1,1724.6499999999999,1656,1119,1120,3,0.0061605420014529955,1604.9899999999998,1540,1053,1054,3,0.04087875000186614,1504.1299999999999,1440,1001,1002,4,0.18342000000120606,1504.1299999999999,0.18342000000120606,1504.1299999999999,0.2304592920045252
train,train_n14_0058_shallow,14,28,1,0,0,215.85000000000002,200,210,210,2,0.0011735830012185033,194.98999999999998,180,194,194,2,0.0031580410031892825,194.98999999999998,180,194,194,2,0.0047716669978399295,215.85000000000002,0.0011735830012185033,194.98999999999998,0.009103291002247715
train,train_n14_0059_shallow,14,43,2,2,1,384.295,360,361,361,2,0.0019093750015599653,359.09499999999997,336,339,339,2,0.012022915998386452,338.23500000000007,316,323,323,2,0.05393470800117939,338.23500000000007,0.05393470800117939,338.23500000000007,0.0678669990011258
train,train_n14_0060_deep,14,130,2,2,1,2839.23,2748,1490,1490,4,0.007332167002459755,2691.47,2608,1386,1386,3,0.048605375002807705,2585.49,2504,1350,1350,3,0.22266291699997964,2585.49,0.22266291699997964,2585.49,0.2786004590052471
train,train_n14_0061_shallow,14,66,2,2,1,1006.385,968,613,613,2,0.0031104589979804587,977.745,940,601,601,2,0.019870250001986278,956.885,920,585,585,2,0.09519670800000313,956.885,0.09519670800000313,956.885,0.11817741699996986
train,train_n14_0062_deep,14,144,2,2,1,2590.18,2500,1506,1506,3,0.008041167002375005,2406.32,2320,1400,1400,4,0.05451533300220035,2335.44,2252,1348,1348,4,0.24538024999856134,2335.44,0.24538024999856134,2335.44,0.3079367500031367
train,train_n14_0063_mixed,14,106,2,2,1,2309.3199999999997,2236,1206,1206,3,0.005802416999358684,2204.68,2132,1158,1158,4,0.03954483399866149,2110.4799999999996,2040,1118,1118,4,0.17613845799860428,2110.4799999999996,0.17613845799860428,2110.4799999999996,0.22148570899662445
train,train_n14_0064_shallow,14,61,2,2,1,1154.8449999999998,1112,659,659,3,0.003030791998753557,1084.865,1044,623,623,3,0.018696291001106147,1068.345,1028,613,613,3,0.06794758400064893,1068.345,0.06794758400064893,1068.345,0.08967466700050863
train,train_n14_0065_mixed,14,121,2,2,1,1900.8799999999999,1832,1124,1124,3,0.006587167001271155,1781.78,1716,1068,1068,3,0.042023750000225846,1709.48,1644,1026,1026,4,0.18439458400098374,1709.48,0.18439458400098374,1709.48,0.23300550100248074
train,train_n14_0066_deep,14,187,2,2,1,3907.555,3776,2251,2251,3,0.01069320800161222,3643.375,3520,2103,2103,3,0.07377450000058161,3434.715,3316,1983,1983,4,0.3368899160013825,3434.715,0.3368899160013825,3434.715,0.42135762400357635
train,train_n14_0067_deep,14,124,2,2,1,1946.065,1868,1289,1289,3,0.00681970799996634,1834.305,1760,1221,1221,3,0.04495495899755042,1727.025,1656,1161,1161,3,0.20072604199958732,1727.025,0.20072604199958732,1727.025,0.2525007089971041
train,train_n14_0068_mixed,14,112,2,2,1,1683.605,1616,1101,1101,3,0.0059386659995652735,1514.5049999999999,1452,1009,1009,3,0.03968499999973574,1460.0849999999998,1400,965,965,3,0.17815520799922524,1460.0849999999998,0.17815520799922524,1460.0849999999998,0.22377887399852625
train,train_n14_0069_deep,14,156,2,2,1,3258.135,3152,1757,1757,4,0.00868304200048442,3114.035,3012,1683,1683,4,0.05943529199794284,2997.495,2900,1601,1601,4,0.2742887080021319,2997.495,0.2742887080021319,2997.495,0.34240704200055916
train,train_n14_0070_shallow,14,42,2,1,0,553.64,528,350,350,3,0.0020300420001149178,537.12,512,340,340,3,0.012350292003247887,520.6,496,330,330,3,0.0487160419979773,537.12,0.012350292003247887,520.6,0.0630963760013401
train,train_n14_0071_deep,14,204,2,2,1,3839.21,3716,2096,2096,3,0.011951207998208702,3549.79,3432,1962,1962,4,0.08005708299970138,3347.91,3236,1856,1856,4,0.3646589589989162,3347.91,0.3646589589989162,3347.91,0.4566672499968263
train,train_n14_0072_shallow,14,58,2,2,1,1033.0949999999998,996,591,591,2,0.0028634170012082905,994.0150000000001,956,571,571,3,0.01804170799732674,965.375,928,559,559,3,0.08682062500156462,965.375,0.08682062500156462,965.375,0.10772575000009965
train,train_n14_0073_deep,14,139,2,2,1,2142.6949999999997,2056,1443,1443,3,0.007632000000739936,2009.355,1928,1347,1347,3,0.05117641699689557,1897.475,1820,1277,1277,3,0.2941516250029963,1897.475,0.2941516250029963,1897.475,0.3529600420006318
train,train_n14_0074_deep,14,146,2,2,1,2945.7899999999995,2844,1680,1680,4,0.008332792000146583,2775.03,2676,1594,1594,5,0.05701775000125053,2638.61,2544,1514,1514,5,0.2569668329997512,2638.61,0.2569668329997512,2638.61,0.3223173750011483
train,train_n14_0075_mixed,14,74,2,2,1,946.75,900,728,728,3,0.003812708000623388,901.79,856,710,710,3,0.02419812500011176,860.59,816,688,688,3,0.10613570799978334,860.59,0.10613570799978334,860.59,0.13414654100051848
train,train_n14_0076_mixed,14,112,2,2,1,1812.665,1748,1047,1047,3,0.005705375002435176,1725.7849999999999,1664,995,995,3,0.03764908399898559,1663.905,1604,961,961,3,0.1769842499998049,1663.905,0.1769842499998049,1663.905,0.22033870900122565
train,train_n14_0077_mixed,14,78,2,2,1,1404.99,1356,768,768,3,0.003786375000345288,1356.1299999999999,1308,752,752,3,0.024744665999605786,1330.93,1284,730,730,3,0.11712049999914598,1330.93,0.11712049999914598,1330.93,0.14565154099909705
train,train_n14_0078_deep,14,149,2,2,1,2740.56,2648,1548,1548,3,0.00799791699682828,2535.56,2448,1458,1458,3,0.05450362500050687,2380.82,2296,1372,1372,4,0.24572754200198688,2380.82,0.24572754200198688,2380.82,0.30822908399932203
train,train_n14_0079_shallow,14,55,2,2,1,473.04999999999995,444,446,446,2,0.002582916000392288,431.06999999999994,404,410,410,2,0.01619691599989892,410.21000000000004,384,394,394,2,0.07067645799907041,410.21000000000004,0.07067645799907041,410.21000000000004,0.08945628999936162
train,train_n16_0000_mixed,16,113,2,2,1,2124.33,2052,1186,1186,3,0.007015084000158822,2004.79,1936,1122,1122,3,0.04651258299782057,1918.03,1852,1072,1072,3,0.22157454199987114,1918.03,0.22157454199987114,1918.03,0.27510220899785054
train,train_n16_0001_deep,16,212,2,2,1,4598.49,4456,2408,2408,4,0.014936874998966232,4433.27,4296,2314,2314,4,0.10100441699978546,4283.93,4152,2218,2218,4,0.4763786249968689,4283.93,0.4763786249968689,4283.93,0.5923199169956206
train,train_n16_0002_shallow,16,70,2,2,1,981.86,940,640,640,3,0.004090499998710584,932.56,892,616,616,3,0.026234375000058208,907.36,868,594,594,3,0.1233790410005895,907.36,0.1233790410005895,907.36,0.1537039159993583
train,train_n16_0003_shallow,16,35,0,2,0,500.925,480,301,301,2,0.001903332999063423,500.925,480,301,301,2,0.0036095409996050876,500.925,480,301,301,2,0.0036257079991628416,500.925,0.0036257079991628416,500.925,0.009138581997831352
train,train_n16_0004_deep,16,104,2,2,1,1814.17,1744,1075,1076,5,0.006755291997251334,1673.8500000000001,1608,997,998,5,0.04420254200158524,1595.21,1532,949,950,5,0.20475174999955925,1595.21,0.20475174999955925,1595.21,0.25570958399839583
train,train_n16_0005_mixed,16,74,2,2,1,1594.635,1544,799,799,3,0.004506917000981048,1393.4350000000002,1348,705,705,3,0.02934550000281888,1350.3550000000002,1304,685,685,4,0.1359680829991703,1350.3550000000002,0.1359680829991703,1350.3550000000002,0.16982050000297022
train,train_n16_0006_mixed,16,89,2,2,1,1059.865,1004,891,891,3,0.005675374999555061,1001.105,948,841,841,3,0.03641562499979045,963.465,912,811,811,3,0.16721866700027022,963.465,0.16721866700027022,963.465,0.20930966699961573
train,train_n16_0007_shallow,16,60,0,1,0,931.475,896,561,561,2,0.003291790999355726,931.475,896,561,561,2,0.01248120799937169,931.475,896,561,561,2,0.012577625002450077,931.475,0.01248120799937169,931.475,0.028350624001177493
train,train_n16_0008_shallow,16,57,2,2,1,924.325,888,541,541,3,0.003232541999750538,874.565,840,509,509,3,0.021236374999716645,845.605,812,491,491,3,0.08735333300137427,845.605,0.08735333300137427,845.605,0.11182225000084145
train,train_n16_0009_shallow,16,41,2,0,0,426.21,400,396,396,2,0.0023167910003394354,405.34999999999997,380,380,380,2,0.0143597909991513,384.49,360,364,364,2,0.06146087500019348,426.21,0.0023167910003394354,384.49,0.07813745699968422
train,train_n16_0010_shallow,16,42,2,1,0,494.915,468,373,373,3,0.002421290999336634,445.615,420,349,349,3,0.015192083003057633,437.195,412,341,341,3,0.0638040829981037,445.615,0.015192083003057633,437.195,0.08141745700049796
train,train_n16_0011_shallow,16,59,2,2,1,606.84,572,550,550,2,0.0032367499989049975,556.76,524,512,512,2,0.02043249999769614,535.9000000000001,504,496,496,2,0.09640200000285404,535.9000000000001,0.09640200000285404,535.9000000000001,0.12007124999945518
train,train_n16_0012_shallow,16,54,0,1,0,1075.8,1040,568,568,2,0.003049667000595946,1075.8,1040,568,568,2,0.005885999999009073,1075.8,1040,568,568,2,0.005845583000336774,1075.8,0.005885999999009073,1075.8,0.014781249999941792
train,train_n16_0013_mixed,16,68,2,1,0,1296.4,1252,722,722,2,0.003976332998718135,1257.32,1212,702,702,3,0.026182208999671275,1211.9,1168,676,676,3,0.12205770899890922,1257.32,0.026182208999671275,1211.9,0.15221625099729863
train,train_n16_0014_mixed,16,143,2,2,1,2337.43,2248,1492,1492,3,0.009625082999264123,2149.4700000000003,2064,1384,1384,4,0.06536108299769694,2013.3700000000001,1932,1310,1310,4,0.2976109170012933,2013.3700000000001,0.2976109170012933,2013.3700000000001,0.37259708299825434
train,train_n16_0015_deep,16,168,2,2,1,3959.16,3836,2064,2064,4,0.01174554099998204,3777.8399999999997,3660,1968,1968,4,0.07965037500252947,3608.74,3496,1876,1876,4,0.37969429200165905,3608.74,0.37969429200165905,3608.74,0.47109020800417056
train,train_n16_0016_shallow,16,48,0,1,0,847.34,816,488,488,2,0.002665166000952013,847.34,816,488,488,2,0.005088207999506267,847.34,816,488,488,2,0.005052125001384411,847.34,0.005088207999506267,847.34,0.01280549900184269
train,train_n16_0017_mixed,16,99,2,2,1,1294.7500000000002,1236,942,942,3,0.006412791000911966,1203.0900000000001,1148,876,876,3,0.041936416000680765,1153.5700000000002,1100,848,848,3,0.18597808299819008,1153.5700000000002,0.18597808299819008,1153.5700000000002,0.2343272899997828
train,train_n16_0018_deep,16,198,2,2,1,3770.33,3640,2190,2190,4,0.01409349999812548,3597.67,3472,2106,2106,4,0.09395391700309119,3465.6900000000005,3344,2034,2034,4,0.4433119999994233,3465.6900000000005,0.4433119999994233,3465.6900000000005,0.55135941700064
train,train_n16_0019_mixed,16,105,2,2,1,1709.485,1644,1063,1063,3,0.0066807090006477665,1618.8449999999998,1556,1015,1015,3,0.04303874999823165,1568.7649999999999,1508,977,977,3,0.19877704200189328,1568.7649999999999,0.19877704200189328,1568.7649999999999,0.2484965010007727
train,train_n16_0020_mixed,16,97,2,2,1,1443.095,1380,1021,1021,3,0.005971415997919394,1319.115,1260,949,949,3,0.03970404199935729,1228.4750000000001,1172,901,901,3,0.18406400000094436,1228.4750000000001,0.18406400000094436,1228.4750000000001,0.22973945799822104
train,train_n16_0021_deep,16,168,2,2,1,4004.2999999999997,3884,2012,2012,4,0.011529250001331093,3836.3199999999997,3720,1940,1940,4,0.0785805409977911,3700.7799999999997,3588,1876,1876,4,0.37779712499832385,3700.7799999999997,0.37779712499832385,3700.7799999999997,0.46790691599744605
train,train_n16_0022_deep,16,112,2,2,1,2478.865,2400,1305,1305,3,0.007395083001028979,2358.1249999999995,2280,1255,1255,4,0.0487593329999072,2292.825,2216,1231,1231,4,0.2319776250005816,2292.825,0.2319776250005816,2292.825,0.2881320410015178
train,train_n16_0023_mixed,16,77,2,2,1,1237.68,1188,780,780,3,0.004572957997879712,1204.7,1156,762,762,3,0.02975745799994911,1163.1799999999998,1116,734,734,3,0.14380537499891943,1163.1799999999998,0.14380537499891943,1163.1799999999998,0.17813579099674826
train,train_n16_0024_mixed,16,109,2,2,1,1687.33,1624,987,988,4,0.006771832999220351,1531.45,1472,917,918,4,0.04579979199843365,1473.59,1416,883,884,4,0.21075337499860325,1473.59,0.21075337499860325,1473.59,0.26332499999625725
train,train_n16_0025_mixed,16,93,2,2,1,1521.125,1464,913,913,3,0.005730000000767177,1376.9250000000002,1324,837,837,3,0.036930166999809444,1327.1650000000002,1276,805,805,3,0.17472504200122785,1327.1650000000002,0.17472504200122785,1327.1650000000002,0.21738520900180447
train,train_n16_0026_deep,16,168,2,2,1,3770.565,3652,2017,2017,3,0.01141749999806052,3626.685,3512,1947,1947,3,0.07795883399739978,3507.145,3396,1883,1883,3,0.3714066249995085,3507.145,0.3714066249995085,3507.145,0.4607829589949688
